Alphagen,2020222003,95.00,3R0000000008,30,008
Paysure Limited,2021681001,2.650000000000000000000000000000000000000000,3R0000000008,30,008
Chase Bank (K) Limited,303000015,0.750000000000000000000000000000000000000000,3R0000000008,30,000
Kenswitch Limited,2021681003,1.60000000000000000000000000000000000000000,3R0000000008,30,008

Alphagen,2020222003,116.85,3R0000000017,30,008
Paysure Limited,2021681001,3.259500000000000000000000000000000000000000,3R0000000017,30,008
Chase Bank (K) Limited,303000015,0.922500000000000000000000000000000000000000,3R0000000017,30,000
Kenswitch Limited,2021681003,1.96800000000000000000000000000000000000000,3R0000000017,30,008

